GN	JK_S1_2_ERCC_S22	JK_S1_3_ERCC_S23	JK_S2_2_ERCC_S24	JK_S2_3_ERCC_S25	JK_A2_1_ERCC_S26	JK_A2_2_ERCC_S27	JK_A2_3_ERCC_S28	JK_A2_4_ERCC_S29	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31
ACTR1A	356469.2431	345770.9469	343571.9305	325995.3302	338169.6017	313872.7866	330715.7844	309739.4453	338453.8547	327105.0843
INPP5B	31744.46393	30344.87969	31120.47675	28283.51221	27827.31763	25598.5774	27045.85734	27364.08881	28711.37512	27250.20027
CHMP1A	91266.90922	88397.56749	90983.22994	91519.76097	90725.55108	86777.9852	89736.74535	86782.91426	84429.63601	89576.89801
NUP153	110648.9789	109186.7646	111924.7626	106199.3137	110326.0799	106591.8531	107609.2951	105028.5476	107550.9171	107112.273
SMNDC1	74194.51301	74145.72996	70409.24733	69892.58757	72346.20081	71525.98409	65900.00781	70145.99713	67835.9127	69437.22258
KCTD18	8739.04823	9241.273375	8903.91515	9683.706749	8344.317771	10766.91223	7839.847264	9163.038384	8196.39235	10301.22224
PGM3	36740.90853	36977.85385	33611.51384	33287.22739	34503.27096	33621.59107	33483.66378	35455.63675	34823.3177	35270.11048
ARF4	177345.7126	169421.5879	187965.2547	171360.3069	165395.6362	161084.7837	172328.1423	166621.4775	174163.9519	160984.5337
NFXL1	12167.13534	13743.9733	19164.93749	18981.06672	15936.82733	18546.43174	17723.09515	17981.43355	15054.92439	16593.1013
MBNL1	106912.0492	98081.76585	106758.5499	105430.59	100221.8145	94866.62804	102588.1909	93676.50666	101008.1175	97074.04699
SLC15A4	19632.85179	16069.6275	19685.06601	15601.6047	17681.99987	15216.9627	20185.78169	14447.58435	18503.25001	16193.07198
FTO	56058.61949	54454.27201	51864.48218	52407.44694	53069.53715	49814.26649	52468.69886	50278.74051	52622.53762	51490.67245
HSP90AB1	745594.6139	745729.5361	796489.9306	788845.3245	781520.0272	749322.5538	761089.8961	744199.0077	784590.9191	752566.0755
ATP5E	35268.19228	21769.00882	38748.61591	20224.13742	30402.18834	20630.65076	31404.62122	20034.36461	37209.49341	23483.35891
FANCE	10589.00631	10795.73425	10191.4117	10982.03703	9891.098657	10320.49161	11736.74245	11317.70102	9570.484092	10416.20825
MOB3A	82425.48138	89625.59331	93284.43273	83923.13352	83405.16419	86832.39882	86134.31769	91490.1177	91458.56035	89624.45965
LAMP3	27765.39328	29643.52941	33284.3341	32778.22139	28620.27446	32355.90112	30394.14816	31334.5887	28261.58584	28121.3516
UNC119B	50253.9619	49368.40159	48426.57387	48836.91936	48204.44381	49107.4363	47438.23395	46533.5413	46560.2487	46488.61128
IFT74	11065.59736	10511.46357	10742.9598	10687.74697	7906.10271	10616.72332	10964.74691	11835.25317	11186.05453	9679.048469
MAN1A2	22056.41075	20029.548	23677.86535	21303.54219	21624.08606	20087.67235	21935.92754	20879.86561	22009.27715	22711.53121
ARF1	109953.1078	98980.37972	116201.6563	99552.48284	101726.0014	95654.50855	103762.3578	97717.93437	106979.356	97084.63076
TAF6	51867.93026	52794.81769	51201.86785	52338.73607	54732.07295	55688.52298	56002.13309	51775.53164	53567.94253	54220.44134
MLLT3	7655.14234	6488.815261	7409.331052	6390.692648	6957.366566	5722.525429	6685.025709	6887.015592	7105.601644	6477.645445
SRP68	143027.4246	128716.5626	142651.6702	128170.9267	129291.6523	121916.7634	131802.0972	122998.0556	134700.7929	124969.1384
HAUS5	37327.12204	41115.26207	39809.48598	42590.34698	35397.54348	40673.62557	36447.29547	41905.67032	38523.53186	41025.67701
DSCR3	15840.75113	16396.55276	16549.56999	16919.35394	14692.10281	15917.57749	15588.78216	16279.74124	16549.72595	16164.58376
ANAPC7	71627.39196	71836.17542	79185.6105	81511.37594	74711.78698	73649.2124	73561.59023	70890.56143	73633.70047	72040.90065
UBE2I	520473.1941	480165.0394	530250.9498	472333.3609	526623.1841	455523.6118	482737.1433	431730.3659	517190.3167	461410.0015
NUDT14	13375.89926	14793.55671	10957.01768	13728.46182	9492.769074	11397.49409	11443.0395	15015.74096	13535.49071	14961.8123
CBWD3	16817.03705	19333.54298	16561.91261	18417.18199	15742.90296	18528.17937	16123.57593	19112.75018	16045.36557	17847.47124
LRRC40	99638.62129	97570.06938	96044.61737	91135.18639	93303.48438	91403.69797	91804.53516	91471.95525	94617.85208	93628.62405
NPM3	88864.33547	84301.8639	114123.2065	105055.6697	94661.15707	90711.43497	101056.5226	86543.65324	98142.68193	88550.67794
UIMC1	21789.07593	20054.43537	20836.41331	20820.57543	19544.85378	20046.60677	20753.02358	19741.0017	19962.45896	19934.14272
SDCCAG8	18604.91375	19389.58494	21516.42352	19818.42944	18215.66338	18163.78516	19537.62506	19193.24336	20103.98641	17888.27635
CAP1	607689.9725	581851.1599	620101.1329	570774.8286	629660.7164	563356.6416	605791.2635	565017.1789	614645.3021	570807.6817
OSBPL8	58194.77155	58656.92366	59308.66624	56495.18192	55704.28199	54097.59268	56119.70465	56545.18104	55922.31759	55741.44516
ZNF609	21191.71332	22624.68687	19844.78946	19577.03328	18498.76464	19789.33193	20327.94462	20834.54258	21007.94829	21346.0063
LTN1	41633.66988	39918.32433	39950.81292	39739.19864	38437.04732	36445.35832	38904.75623	36564.36066	37784.97785	37753.82789
ARHGEF7	86531.15189	86744.54844	86504.3003	86631.79357	80327.33607	83595.33327	84448.35631	88016.04199	82763.21091	87579.64933
ERCC4	21611.27849	23837.18788	24302.72862	25127.0431	22552.28977	23443.27022	23541.37172	24222.4266	22121.95329	22846.17397
SEC16A	82672.04172	81889.36431	84957.00289	84269.63149	82311.69984	79805.98911	83404.77039	81362.73757	80987.06282	82197.87394
UFSP2	40147.74474	40289.59387	46640.58102	41822.61458	41611.30267	39438.63988	42886.21491	40570.97885	42689.58798	41169.20349
LHPP	17509.15937	21487.11645	16524.49981	22895.33926	17159.26907	22215.62731	17194.52825	23252.40485	15799.61873	22706.6547
RAPGEF1	23900.98618	24779.5547	20852.92188	24136.80583	21901.88706	23741.17074	21391.1565	22886.64784	19938.16165	23090.62539
WRAP73	27454.27779	26898.07111	25789.3946	25642.50524	25488.71252	25502.54842	24345.30338	24137.62745	26349.46069	24490.69964
CAPZA2	199996.4028	191303.0227	195809.846	181090.971	191446.4961	189420.9495	186549.4307	185638.2804	189594.7751	175784.3556
CNOT6	18532.58697	20449.76985	18671.63757	19856.63645	18252.5113	18163.95773	18575.41059	18303.95475	18512.92308	19257.90789
FOXP1	20243.45252	18126.48351	23825.42834	21555.68499	23818.27007	19646.63478	24068.01143	21050.91723	26953.59762	23556.02673
ASS1	29728.25167	32740.70609	48949.76773	55792.7837	37440.93209	37317.3704	38479.92861	39885.056	35469.82572	41290.11336
SCRIB	52065.71551	50204.48415	53174.16127	54450.61488	52078.15912	50236.7997	50416.72241	49237.89242	51574.04354	51170.22804
HEATR6	16183.11721	12651.10711	17605.85436	12183.73261	13773.1368	11658.11656	15017.71381	13389.64908	14503.55281	13459.75166
TERF1	19744.16572	17886.80518	21726.78114	19610.70314	17697.63029	17453.63801	19247.3264	17481.80967	20845.67122	18113.07385
HOMER2	20710.9472	22216.49855	20870.28836	20578.37294	20762.16803	21053.86035	19394.5929	20235.23113	21107.13518	19548.13918
RWDD4	25347.17483	27425.37469	28145.63188	25644.71025	25250.70254	26341.54138	26969.91514	26742.44573	26227.17246	24805.5595
TUBG1	130074.6728	131876.5443	127462.2393	130244.4482	129006.5625	120922.4404	130382.8284	119912.6904	128664.4065	118016.1539
RNMTL1	68678.08737	58137.95622	59632.84096	57161.67574	62997.45415	56592.49769	64016.20278	55121.81186	59609.29589	59779.64072
PPP2R5A	52538.05226	56143.18746	51039.02071	53258.52466	51243.92863	48302.79656	52572.74344	49425.20257	53454.49494	50283.43829
ARHGAP25	36808.74777	38214.71511	33655.07603	34151.05611	33648.25251	33750.84374	34857.01138	34226.55426	32920.89015	34104.66378
CUTC	97725.73478	89839.80951	79793.32181	74816.51682	80125.57318	76439.19762	82505.80694	75883.37329	83896.5488	79816.69426
ZNF800	16562.34965	16298.29342	18015.97104	17679.64293	16983.17362	14675.43557	16514.86149	15595.7676	17045.97552	14888.24374
SMAD1	36571.45697	39704.43151	36426.44926	45457.78008	39804.8344	41348.99802	38142.90314	43689.28096	37483.07575	42142.42836
KLHL23	13351.33219	12171.58737	13390.1103	16097.68954	13753.68596	13636.68564	12027.90493	13846.26714	11224.36287	15545.73559
NOL6	67139.46901	69305.12022	71314.43503	73137.62224	70595.67903	69158.97456	68902.11378	68339.92811	66660.28266	64874.17831
PHRF1	63431.95766	63121.32967	62599.79203	63337.92857	56315.02057	55011.91873	62617.25072	58211.15348	60069.69341	60529.45774
RALB	41326.64714	40427.60088	35647.4246	37470.14423	34403.59598	35189.52039	36158.72682	39464.09034	37632.61089	37935.1214
MROH1	19856.64769	22329.06071	21634.8962	22640.64543	19774.36436	19496.25258	21171.2813	23008.19746	21476.54991	21112.62822
PUS1	52918.20654	52969.4761	53508.44592	52478.02937	50292.21779	49541.61627	51173.46713	50503.3113	49520.3564	50521.77324
PPP6R1	82586.18435	82050.33287	82507.97715	81212.4119	79107.51367	73461.93058	79072.31505	72199.68593	80258.70359	71936.43339
CD53	59187.43631	69654.00853	58436.52535	67321.26495	53007.6023	67703.06013	60031.28141	73865.21934	57372.70253	65684.20117
IQGAP1	409825.2735	403524.8735	378236.5927	383115.6534	377400.2657	378094.0024	375512.8748	384886.2535	386586.464	382115.7255
LNPEP	90680.87033	86416.7495	96622.21084	84349.94072	83411.15162	79615.73879	83303.81568	85183.72697	88150.79036	81384.07129
PLEKHA5	12826.8019	12940.80915	13993.4957	14475.89646	12653.99721	14228.01384	13058.23096	13685.8761	13506.39274	14711.78978
PGLS	165055.0016	164493.2462	157303.0343	166117.6384	160286.3424	164153.7864	155367.1972	162654.5479	152537.6574	156121.8941
TMEM263	33791.26605	33124.71707	31187.21654	32452.13426	29547.15607	31288.25736	30885.90043	30238.89302	32366.72542	28777.48755
TUBB4A	388344.1584	361609.4494	346662.0293	358312.3035	363613.7502	338592.0448	346732.2169	341947.2288	356186.9746	348106.037
CBS	21701.1864	20705.38292	35083.47669	32165.09742	28512.20344	26059.65299	28522.32725	24907.66365	24375.85143	27530.3457
PRPSAP2	440954.2796	382588.1038	419852.079	369807.6455	397356.5544	350740.6013	394298.9706	360176.0237	417314.9349	375616.5951
ATP1B3	115299.9093	105518.2559	108073.0785	107850.5447	103904.4361	104795.54	107008.9709	105196.2514	105374.4211	105385.6573
SCMH1	9502.653856	10436.46854	9463.873129	9078.976806	9606.387258	8690.124207	8351.131672	8700.431164	9291.04986	8839.058217
MVK	39558.0078	42347.21783	36614.28601	34872.86948	35563.53649	36752.46786	34911.61074	35410.2004	37426.02104	35765.53863
PREB	36837.95885	33944.77117	30669.15982	30794.30616	32123.4893	30115.64023	30425.74067	29621.11466	34537.60426	31798.14613
C8orf82	15548.45193	15443.04309	14235.11902	14364.21411	14537.74932	14046.19336	14698.06648	13523.95323	14689.69048	14579.82795
PSTPIP1	17073.16742	18213.14054	15760.76359	21612.8621	17257.08061	19564.40044	17952.34426	21539.64544	14811.55293	20212.17587
LDLR	28232.89756	28384.61636	26973.00421	29276.0091	27529.47975	28456.94292	27021.76789	25454.80995	23789.40695	25030.85127
RPS23	42592.48784	39192.89523	53960.91468	47115.00579	46794.29572	44235.79883	46707.12852	44715.56258	49405.57623	41463.54788
CARD8	19424.52299	22873.56125	15303.85893	21637.91861	16273.58849	21067.79551	18558.93132	20445.85467	16644.81335	21427.27089
MLLT10	74150.90183	71703.69733	69877.28308	74916.33484	66326.75299	66205.23289	68341.91336	69752.06974	67973.17849	68651.44255
ALG6	15791.6716	15606.9388	18127.39625	15902.66715	14600.91181	15034.76733	17520.13001	17561.30284	15162.65924	16282.76794
RANBP1	1135640.881	1018064.45	1103313.53	1032142.231	1084106.428	994148.3321	1055620.46	937797.7506	1075521.425	967180.2042
CTTN	50629.43506	46086.2602	53875.69178	49117.3614	53551.41413	49653.46084	54878.71059	50089.95686	56313.46304	53021.90548
APTX	29800.61193	30943.09666	36600.26972	34731.88364	29964.38911	34503.30955	32577.15514	33130.47332	33805.77239	34280.1278
PDCD6IP	523279.3012	519375.1371	509663.6368	503148.5042	516890.8268	504844.5001	505439.5137	496725.9643	496730.1264	496545.1915
PIK3C3	49536.3507	46340.18653	52264.35594	44497.18073	49665.8964	42690.59631	44382.6875	44144.2074	49775.05365	44306.58764
AIFM1	227503.57	215392.7256	200589.5926	195517.4429	201605.2374	195772.8132	199775.8905	199514.0733	202923.0048	199435.8797
QTRT1	42068.10205	43217.36972	43181.14118	47092.66806	41933.26127	45595.60506	40692.96948	43031.38986	39852.97152	42972.74246
RPL26L1	184518.4981	169137.8657	225962.8402	215274.7199	203513.1845	194766.4644	203834.5825	186918.1857	204293.0902	186938.7283
GALNT1	18191.7905	17842.33763	19503.09538	18609.78837	19194.22465	17739.5811	18967.96982	18736.07945	19490.65882	17923.99404
FBXO5	13917.85202	11845.22468	12054.94969	10263.41713	12233.50228	9242.278077	11787.25976	9051.501998	12647.28127	10590.11776
AAMDC	92379.34961	94090.82019	76623.22472	74316.33111	79878.85626	81161.08308	78890.20679	78883.5315	80063.24497	80028.22642
AKT2	117910.3326	115014.4111	116674.7748	113334.0191	110794.9542	112144.5529	112110.8433	108705.0173	111182.871	111854.3214
MTF2	21012.91304	20689.66784	22925.26364	22555.66853	19815.76946	20480.31961	20495.70435	20442.01119	21282.31313	18636.20908
UGGT1	181713.7207	180937.9847	166993.2152	165644.6728	165856.1086	165813.4101	168013.3963	162750.4364	166156.5724	164352.7519
UAP1L1	25685.44214	23391.46582	25798.70102	22463.11424	24001.3122	23509.58313	24818.09703	22943.15578	23387.4015	22978.5679
SPRYD4	34595.92327	37413.14855	33204.32673	36099.91749	33009.50515	34147.68056	33680.82537	35452.27892	34711.30828	35211.15979
